date,x
3 Feb 2021,-0.340116792
4 Feb 2021,-0.602065104
5 Feb 2021,-2.100442816
6 Feb 2021,-1.568774402
7 Feb 2021,-1.195348988
8 Feb 2021,-1.549792976
9 Feb 2021,-1.896608278
10 Feb 2021,-1.367317224
11 Feb 2021,-0.34801008
12 Feb 2021,-0.902151239
13 Feb 2021,-1.399620921
14 Feb 2021,-2.268838533
15 Feb 2021,-0.745851746
16 Feb 2021,-0.19240789
17 Feb 2021,0.466364727
18 Feb 2021,-0.430887274
19 Feb 2021,0.883755793
20 Feb 2021,1.274218504
21 Feb 2021,3.267716254
22 Feb 2021,1.492230812
23 Feb 2021,0.151424752
24 Feb 2021,-1.610383196
25 Feb 2021,-1.952757947
26 Feb 2021,-2.372479423
27 Feb 2021,-2.136417697
28 Feb 2021,-0.471441334
1 Mar 2021,1.237358502
2 Mar 2021,3.084149006
3 Mar 2021,3.29193148
4 Mar 2021,2.566423874
5 Mar 2021,-0.544292607
6 Mar 2021,-2.681720034
7 Mar 2021,-2.228544311
8 Mar 2021,1.584302628
9 Mar 2021,2.324806708
10 Mar 2021,0.512285651
11 Mar 2021,-0.243111739
12 Mar 2021,-2.30395832
13 Mar 2021,-2.491352244
14 Mar 2021,0.210926988
15 Mar 2021,2.648918723
16 Mar 2021,4.614653277
17 Mar 2021,3.903151077
18 Mar 2021,2.713441111
19 Mar 2021,1.757959682
20 Mar 2021,2.523442125
21 Mar 2021,1.368011187
22 Mar 2021,-2.592711391
23 Mar 2021,-5.144411238
24 Mar 2021,-2.508168513
25 Mar 2021,-0.602773277
26 Mar 2021,1.115597487
27 Mar 2021,0.157105679
28 Mar 2021,-0.145094135
29 Mar 2021,-0.681271542
30 Mar 2021,-2.09020722
31 Mar 2021,-1.079695803
1 Apr 2021,-0.554557312
2 Apr 2021,1.342971559
3 Apr 2021,0.906000042
4 Apr 2021,0.285977594
5 Apr 2021,-0.722787568
6 Apr 2021,-0.855174971
7 Apr 2021,-1.136804764
8 Apr 2021,-2.363399492
9 Apr 2021,-4.818810762
10 Apr 2021,-2.852244326
11 Apr 2021,-1.384097157
12 Apr 2021,-2.263105324
13 Apr 2021,-2.714120894
14 Apr 2021,-1.193510314
15 Apr 2021,0.567628933
16 Apr 2021,1.096477963
17 Apr 2021,-1.368215455
18 Apr 2021,-1.205262502
19 Apr 2021,-1.44627629
20 Apr 2021,-1.425075921
21 Apr 2021,-0.188488123
22 Apr 2021,-1.106427559
23 Apr 2021,-1.369520628
24 Apr 2021,-0.706933782
25 Apr 2021,0.092682276
26 Apr 2021,-0.554692
27 Apr 2021,-1.048273524
28 Apr 2021,-0.233912314
29 Apr 2021,-1.448809296
30 Apr 2021,-2.168151329
1 May 2021,-1.224838499
2 May 2021,0.134016942
3 May 2021,0.504042648
4 May 2021,-1.090443548
5 May 2021,-1.253894785
6 May 2021,-1.997073765
7 May 2021,-2.092770401
8 May 2021,-4.471040848
9 May 2021,-5.088993872
10 May 2021,-5.843522058
11 May 2021,-3.959921433
12 May 2021,-0.64158088
13 May 2021,1.191886413
14 May 2021,0.765429069
15 May 2021,-0.007700527
16 May 2021,-1.685496557
17 May 2021,-2.260479011
18 May 2021,-1.778429884
19 May 2021,-1.106728134
20 May 2021,0.435032338
21 May 2021,-0.354826965
22 May 2021,-0.545448004
23 May 2021,-1.565732701
24 May 2021,-0.519287403
25 May 2021,0.548557762
26 May 2021,1.888306972
27 May 2021,2.197093943
28 May 2021,1.572616392
29 May 2021,1.544357007
30 May 2021,-0.021985852
31 May 2021,-1.316933035
1 Jun 2021,-2.730636142
2 Jun 2021,-2.31744245
3 Jun 2021,-1.430983951
4 Jun 2021,-1.81463947
5 Jun 2021,-2.730533084
6 Jun 2021,-3.465499188
7 Jun 2021,-3.787578437
8 Jun 2021,-2.348450736
9 Jun 2021,-0.777902004
10 Jun 2021,-0.208022361
11 Jun 2021,-0.289521856
12 Jun 2021,-1.085187107
13 Jun 2021,-2.57898835
14 Jun 2021,-1.776169471
15 Jun 2021,-1.682737023
16 Jun 2021,-0.584976562
17 Jun 2021,-1.371738806
18 Jun 2021,-1.512481814
19 Jun 2021,-1.665929439
20 Jun 2021,-0.901837626
21 Jun 2021,-0.761004233
22 Jun 2021,-0.179883608
23 Jun 2021,-0.493910486
24 Jun 2021,-0.676649962
25 Jun 2021,-1.059379455
26 Jun 2021,-0.671936128
27 Jun 2021,-0.21116554
28 Jun 2021,0.397713259
29 Jun 2021,0.287985556
30 Jun 2021,-0.148960701
1 Jul 2021,-1.729682754
2 Jul 2021,-1.621394789
3 Jul 2021,0.212398936
4 Jul 2021,1.334713757
5 Jul 2021,-0.112524647
6 Jul 2021,-1.211118233
7 Jul 2021,-1.336606676
8 Jul 2021,-0.225400936
9 Jul 2021,-0.334898353
10 Jul 2021,0.194341765
11 Jul 2021,0.370507841
12 Jul 2021,2.324834671
13 Jul 2021,2.674767217
14 Jul 2021,1.104292771
15 Jul 2021,-1.040374803
16 Jul 2021,-1.962295281
17 Jul 2021,-1.305285178
18 Jul 2021,0.457531451
19 Jul 2021,0.37353239
20 Jul 2021,-0.255303511
21 Jul 2021,0.038267491
22 Jul 2021,-0.661316752
23 Jul 2021,-0.945284416
24 Jul 2021,-0.608771498
25 Jul 2021,-2.0411834
26 Jul 2021,-2.943007943
27 Jul 2021,-4.418561569
28 Jul 2021,-3.656981146
29 Jul 2021,-3.320179011
30 Jul 2021,-1.202356619
31 Jul 2021,-1.522334657
1 Aug 2021,-1.847256916
2 Aug 2021,-1.674512899
3 Aug 2021,-1.67134066
4 Aug 2021,-1.592685601
5 Aug 2021,-0.855292823
6 Aug 2021,0.774978982
7 Aug 2021,-1.076792705
8 Aug 2021,-1.877236396
9 Aug 2021,-2.37728672
10 Aug 2021,-0.965064218
11 Aug 2021,-0.234159319
12 Aug 2021,1.336826708
13 Aug 2021,2.274126051
14 Aug 2021,3.196705659
15 Aug 2021,3.967107154
16 Aug 2021,2.371648902
17 Aug 2021,1.884185957
18 Aug 2021,3.736222149
19 Aug 2021,4.604736375
20 Aug 2021,3.11303108
21 Aug 2021,1.688210319
22 Aug 2021,1.485687915
23 Aug 2021,0.750275753
24 Aug 2021,-0.837005774
25 Aug 2021,-1.326613123
26 Aug 2021,-3.691887188
27 Aug 2021,-4.070104799
28 Aug 2021,-3.551356902
29 Aug 2021,-3.295370286
30 Aug 2021,-1.979454346
31 Aug 2021,-0.876725143
1 Sep 2021,-0.103914273
2 Sep 2021,-0.652799185
3 Sep 2021,-1.45873153
4 Sep 2021,-1.340965052
5 Sep 2021,-0.352110294
6 Sep 2021,0.31710959
7 Sep 2021,0.567088842
8 Sep 2021,-0.516794346
9 Sep 2021,-1.356690401
10 Sep 2021,-1.044689685
11 Sep 2021,-0.515224986
12 Sep 2021,-0.339937431
13 Sep 2021,-0.885670963
14 Sep 2021,-2.480100614
15 Sep 2021,-3.979913708
16 Sep 2021,-3.041443432
17 Sep 2021,-0.796761082
18 Sep 2021,0.444330699
19 Sep 2021,-0.260810217
20 Sep 2021,0.328639433
21 Sep 2021,0.862381496
22 Sep 2021,0.429011754
23 Sep 2021,-0.577174447
24 Sep 2021,0.05886352
25 Sep 2021,0.645949746
26 Sep 2021,0.710914061
27 Sep 2021,-1.204155762
28 Sep 2021,-3.629583407
29 Sep 2021,-4.252883632
30 Sep 2021,-1.313351865
1 Oct 2021,1.681230866
2 Oct 2021,1.695777101
3 Oct 2021,1.570926085
4 Oct 2021,-0.025514967
5 Oct 2021,-0.518222376
6 Oct 2021,-0.438445739
7 Oct 2021,-2.166046753
8 Oct 2021,-2.487102049
9 Oct 2021,-1.415232677
10 Oct 2021,0.993628492
11 Oct 2021,1.740709552
12 Oct 2021,0.381564208
13 Oct 2021,-1.622121256
14 Oct 2021,-3.226693169
15 Oct 2021,-2.305998345
16 Oct 2021,0.450120739
17 Oct 2021,1.373524615
18 Oct 2021,1.243678243
19 Oct 2021,-1.816989233
20 Oct 2021,-2.999760837
21 Oct 2021,-3.007762982
22 Oct 2021,-2.508466901
23 Oct 2021,-3.510278405
24 Oct 2021,-5.346029421
25 Oct 2021,-2.699139396
26 Oct 2021,1.067678176
27 Oct 2021,2.439743548
28 Oct 2021,3.050897093
29 Oct 2021,1.405296826
30 Oct 2021,0.486999283
31 Oct 2021,0.128040373
1 Nov 2021,-0.27499036
2 Nov 2021,-0.400035791
3 Nov 2021,-0.230477851
4 Nov 2021,-0.242518204
5 Nov 2021,0.143353876
6 Nov 2021,-2.269987895
7 Nov 2021,-2.744044644
8 Nov 2021,-0.575487831
9 Nov 2021,0.431874249
10 Nov 2021,-0.777069068
11 Nov 2021,-1.396140722
12 Nov 2021,-1.616380488
13 Nov 2021,-2.473091569
14 Nov 2021,-3.475333318
15 Nov 2021,-2.182561547
16 Nov 2021,-2.297903573
17 Nov 2021,-3.891215587
18 Nov 2021,-4.524492695
19 Nov 2021,-3.376095301
20 Nov 2021,-1.213090507
21 Nov 2021,0.548917002
22 Nov 2021,1.675568731
23 Nov 2021,2.359269118
24 Nov 2021,2.149715855
25 Nov 2021,1.790800632
26 Nov 2021,0.915559797
27 Nov 2021,0.726916587
28 Nov 2021,0.689945218
29 Nov 2021,1.540505077
30 Nov 2021,0.715709631
1 Dec 2021,0.652136802
2 Dec 2021,-0.19925408
3 Dec 2021,-0.396544571
4 Dec 2021,1.967454826
5 Dec 2021,5.12153215
6 Dec 2021,3.458011071
7 Dec 2021,1.681724238
8 Dec 2021,-0.286643625
9 Dec 2021,1.138903825
10 Dec 2021,1.957036426
11 Dec 2021,1.770492835
12 Dec 2021,1.11811954
13 Dec 2021,-1.011773812
14 Dec 2021,-1.70962687
15 Dec 2021,-1.977476028
16 Dec 2021,-2.165414962
17 Dec 2021,-2.244893196
18 Dec 2021,-2.573449327
19 Dec 2021,-2.258863549
20 Dec 2021,-0.782074175
21 Dec 2021,-0.651116892
22 Dec 2021,-1.939399703
23 Dec 2021,-2.903860572
24 Dec 2021,-3.034192637
25 Dec 2021,-2.630830483
26 Dec 2021,-0.890869456
27 Dec 2021,0.572094611
28 Dec 2021,1.09041343
29 Dec 2021,-0.740458915
30 Dec 2021,-1.437327981
31 Dec 2021,1.330238535
1 Jan 2022,3.497286541
2 Jan 2022,4.570143231
3 Jan 2022,2.52627708
4 Jan 2022,1.323484549
5 Jan 2022,-0.832909705
6 Jan 2022,0.424047938
7 Jan 2022,1.861112151
8 Jan 2022,3.442650474
9 Jan 2022,3.951799226
10 Jan 2022,2.919050623
11 Jan 2022,1.874420764
12 Jan 2022,0.624869748
13 Jan 2022,1.585266373
14 Jan 2022,2.086766345
15 Jan 2022,1.71219107
16 Jan 2022,0.856864613
17 Jan 2022,-0.24381348
18 Jan 2022,0.967155648
19 Jan 2022,1.268358789
20 Jan 2022,-0.105259558
21 Jan 2022,-0.433119115
22 Jan 2022,-0.732745625
23 Jan 2022,0.28890451
24 Jan 2022,1.688739435
25 Jan 2022,0.540673045
26 Jan 2022,-0.384012984
27 Jan 2022,0.793706292
28 Jan 2022,1.79826037
29 Jan 2022,1.928263289
30 Jan 2022,0.816798021
31 Jan 2022,-1.888022383
1 Feb 2022,-3.707451164
2 Feb 2022,-4.698656254
3 Feb 2022,-3.045600435
4 Feb 2022,-1.563424232
5 Feb 2022,-0.141384441
6 Feb 2022,-0.522761994
7 Feb 2022,0.677662931
8 Feb 2022,2.838309875
9 Feb 2022,3.418075907
10 Feb 2022,3.065799412
11 Feb 2022,2.60537812
12 Feb 2022,2.511549885
13 Feb 2022,1.818068802
14 Feb 2022,-0.684384208
15 Feb 2022,-1.121373223
16 Feb 2022,-0.656586611
17 Feb 2022,0.367160057
18 Feb 2022,-1.29768598
19 Feb 2022,-3.663437968
20 Feb 2022,-3.361026205
21 Feb 2022,-1.281508184
22 Feb 2022,1.085163403
23 Feb 2022,2.340480483
24 Feb 2022,2.084975393
25 Feb 2022,1.195564512
26 Feb 2022,1.490539064
27 Feb 2022,0.13595952
28 Feb 2022,-1.016489663
1 Mar 2022,-3.323874871
2 Mar 2022,-4.979155482
3 Mar 2022,-3.786895087
4 Mar 2022,-2.276284275
5 Mar 2022,0.204334324
6 Mar 2022,1.978705064
7 Mar 2022,1.807209599
8 Mar 2022,1.188362958
9 Mar 2022,-0.688732441
10 Mar 2022,-2.952392083
11 Mar 2022,-3.316952709
12 Mar 2022,-3.366603377
13 Mar 2022,-3.603886216
14 Mar 2022,-3.507705503
15 Mar 2022,-1.908624587
16 Mar 2022,0.674171281
17 Mar 2022,1.868637056
18 Mar 2022,1.931798467
19 Mar 2022,1.95483898
20 Mar 2022,1.231874163
21 Mar 2022,0.892876893
22 Mar 2022,1.016197476
23 Mar 2022,1.265709866
24 Mar 2022,1.43350868
25 Mar 2022,2.326098642
26 Mar 2022,1.878060035
27 Mar 2022,-0.078537421
28 Mar 2022,-0.646117884
29 Mar 2022,-0.993702994
30 Mar 2022,0.519097329
31 Mar 2022,2.232421182
1 Apr 2022,2.82267902
2 Apr 2022,3.260483159
3 Apr 2022,0.334776885
4 Apr 2022,-1.506227251
5 Apr 2022,-0.273027885
6 Apr 2022,0.435890433
7 Apr 2022,-1.683307595
8 Apr 2022,-3.93820596
9 Apr 2022,-5.134278594
10 Apr 2022,-5.024279799
11 Apr 2022,-2.830455389
12 Apr 2022,-1.5509166
13 Apr 2022,1.163613776
14 Apr 2022,2.079713028
15 Apr 2022,2.411168102
16 Apr 2022,2.270084218
17 Apr 2022,2.506500796
18 Apr 2022,2.341769555
19 Apr 2022,2.705339728
20 Apr 2022,0.499950611
21 Apr 2022,-0.353164316
22 Apr 2022,0.817564386
23 Apr 2022,2.526070213
24 Apr 2022,1.7726994
25 Apr 2022,-0.4986958
26 Apr 2022,-1.395984895
27 Apr 2022,-1.152866146
28 Apr 2022,-0.360031876
29 Apr 2022,1.322117362
30 Apr 2022,3.74501989
1 May 2022,4.414366752
2 May 2022,3.125192613
3 May 2022,0.386834923
4 May 2022,-1.423501713
5 May 2022,-3.725916681
6 May 2022,-3.775286451
7 May 2022,-1.685980852
8 May 2022,1.344024241
9 May 2022,3.792719394
10 May 2022,3.865980379
11 May 2022,3.003402106
12 May 2022,2.807450342
13 May 2022,1.72932927
14 May 2022,0.40646189
15 May 2022,-0.930582462
16 May 2022,-1.595877707
17 May 2022,-1.505356162
18 May 2022,-0.757411995
19 May 2022,-0.876274447
20 May 2022,-3.392467907
21 May 2022,-5.005172777
22 May 2022,-2.523409583
23 May 2022,-0.142519178
24 May 2022,0.237766607
25 May 2022,-0.867903742
26 May 2022,-2.782493531
27 May 2022,-3.052426308
28 May 2022,-1.949319291
29 May 2022,-0.068597959
30 May 2022,1.204322244
31 May 2022,0.762537361
1 Jun 2022,-0.592037871
2 Jun 2022,-0.843563445
3 Jun 2022,0.267514795
4 Jun 2022,-0.955336726
5 Jun 2022,-2.002123424
6 Jun 2022,-1.307283459
7 Jun 2022,3.067974563
8 Jun 2022,5.068351488
9 Jun 2022,4.401818853
10 Jun 2022,1.41914288
11 Jun 2022,-0.549653523
12 Jun 2022,-2.122826291
13 Jun 2022,-1.475720182
14 Jun 2022,-1.783799683
15 Jun 2022,-0.89282653
16 Jun 2022,-0.475753659
17 Jun 2022,-0.468687423
18 Jun 2022,0.519422199
19 Jun 2022,1.983033914
20 Jun 2022,0.496801995
21 Jun 2022,-0.366463146
22 Jun 2022,-0.321557701
23 Jun 2022,1.295777789
24 Jun 2022,1.875711877
25 Jun 2022,2.398565521
26 Jun 2022,3.165306344
27 Jun 2022,2.902051978
28 Jun 2022,1.205667177
29 Jun 2022,-0.409969435
30 Jun 2022,1.07147374
1 Jul 2022,1.836830752
2 Jul 2022,1.616881606
3 Jul 2022,1.713009867
4 Jul 2022,2.372912059
5 Jul 2022,3.36395219
6 Jul 2022,4.405102155
7 Jul 2022,4.325067447
8 Jul 2022,1.474065489
9 Jul 2022,-1.726467744
10 Jul 2022,-1.759098915
11 Jul 2022,-0.408819885
12 Jul 2022,-0.465902905
13 Jul 2022,-0.163291902
14 Jul 2022,-0.680415356
15 Jul 2022,0.388217816
16 Jul 2022,1.582408207
17 Jul 2022,2.714329237
18 Jul 2022,1.777990827
19 Jul 2022,1.368617078
20 Jul 2022,2.251172872
21 Jul 2022,1.664113238
22 Jul 2022,0.879433997
23 Jul 2022,-2.455072264
24 Jul 2022,-1.939286793
25 Jul 2022,-0.568540494
26 Jul 2022,0.817783449
27 Jul 2022,2.411856858
28 Jul 2022,5.010786815
29 Jul 2022,3.016598738
30 Jul 2022,1.132679334
31 Jul 2022,2.458692974
1 Aug 2022,3.13954196
2 Aug 2022,2.059815116
3 Aug 2022,-1.578529411
4 Aug 2022,-4.938985996
5 Aug 2022,-4.134663279
6 Aug 2022,-1.730270576
7 Aug 2022,0.580454317
8 Aug 2022,1.279519024
9 Aug 2022,2.158045967
10 Aug 2022,2.393294865
11 Aug 2022,2.358889491
12 Aug 2022,0.963000094
13 Aug 2022,-0.933772643
14 Aug 2022,-3.44054752
15 Aug 2022,-2.354048575
16 Aug 2022,-1.730225269
17 Aug 2022,0.296185222
18 Aug 2022,0.319529348
19 Aug 2022,1.014577029
20 Aug 2022,-0.252802046
21 Aug 2022,-1.615841237
22 Aug 2022,-2.519261554
23 Aug 2022,-2.114421718
24 Aug 2022,-0.663733188
25 Aug 2022,-0.167443984
26 Aug 2022,-1.513509317
27 Aug 2022,-1.843594186
28 Aug 2022,0.355598452
29 Aug 2022,1.820399813
30 Aug 2022,1.74203177
31 Aug 2022,-0.260846283
1 Sep 2022,-2.765556202
2 Sep 2022,-3.873880131
3 Sep 2022,-2.149275116
4 Sep 2022,1.184397369
5 Sep 2022,4.145538306
6 Sep 2022,4.377847986
7 Sep 2022,2.826895138
8 Sep 2022,-0.908976332
9 Sep 2022,-2.954861131
10 Sep 2022,-1.668072183
11 Sep 2022,0.969573542
12 Sep 2022,2.154541619
13 Sep 2022,2.874635657
14 Sep 2022,3.886581958
15 Sep 2022,4.045896629
16 Sep 2022,3.82494096
17 Sep 2022,3.24768149
18 Sep 2022,4.02602568
19 Sep 2022,3.837462749
20 Sep 2022,0.646686177
21 Sep 2022,-0.390134767
22 Sep 2022,-0.410096131
23 Sep 2022,1.297822899
24 Sep 2022,-0.555691936
25 Sep 2022,-1.976602483
26 Sep 2022,-1.216412117
27 Sep 2022,-0.146323304
28 Sep 2022,1.329823744
29 Sep 2022,4.4112939
30 Sep 2022,5.980060443
1 Oct 2022,4.515861295
2 Oct 2022,2.638683054
3 Oct 2022,0.513664636
4 Oct 2022,0.307817644
5 Oct 2022,0.996063004
6 Oct 2022,0.392634869
7 Oct 2022,0.089455157
8 Oct 2022,-0.573113808
9 Oct 2022,-2.315159515
10 Oct 2022,-1.835250939
11 Oct 2022,-0.969595804
12 Oct 2022,-0.810950207
13 Oct 2022,0.360989113
14 Oct 2022,-0.26241386
15 Oct 2022,-0.309050127
16 Oct 2022,-0.472448769
17 Oct 2022,-0.795954807
18 Oct 2022,-1.619608836
19 Oct 2022,0.928557143
20 Oct 2022,3.501182006
21 Oct 2022,5.545386691
